39.246701219999999,-8.6751848910000007;9432185;Santarém
39.318724930000002,-8.6288418629999999;9432284;Vale de Figueira
39.373420469999999,-8.5513574939999994;9432383;Mato Miranda
39.436683500000001,-8.4999664169999996;9432466;Riachos - Torres Novas - Golegã
39.070341640000002,-8.8635152399999999;9433001;Azambuja
39.087910149999999,-8.8246816579999994;9433043;Virtudes
39.102091559999998,-8.7907280490000002;9433084;Reguengo - Vale da Pedra - Pontével
39.466201439999999,-8.4692408570000008;9434009;Entroncamento
39.533438160000003,-8.4720221379999998;9434090;Lamarosa
39.584588490000002,-8.47931627;9434157;Paialvo
39.6163244881341,-8.49502787474034;9434199;Fungalvaz
39.654203059947,-8.49380246902122;9434249;Chão de Maçãs-Fátima
39.6757936274325,-8.50671244547679;9434264;Seiça-Ourém
39.7143714817836,-8.54527170223424;9434330;Caxarias
39.7935587779443,-8.58937003669481;9434439;Albergaria dos Doze
39.837446129999996,-8.6028395250000003;9434504;Litém
39.857717039999997,-8.6568124789999992;9434553;Vermoil
39.91797093,-8.63006187;9434645;Pombal
39.976159160000002,-8.6354009359999999;9434702;Pelariga
40.018862079999998,-8.637703943;9434744;Simões
40.05487,-8.639564;9434801;Soure
40.116723059999998,-8.6398076019999994;9434868;Vila Nova de Anços
40.170460460000001,-8.6240085890000007;9435006;Alfarelos
40.184697440000001,-8.5962308549999999;9435030;Formoselha / Santo Varão
40.187039249999998,-8.5737606409999998;9435055;Pereira
40.192719660000002,-8.5327012490000005;9435097;Amial
40.197217000000002,-8.5152751010000003;9435105;Vila Pouca do Campo
40.205479580000002,-8.4888951489999993;9435139;Taveiro
40.207972660000003,-8.4733076430000001;9435147;Casais
40.2134626,-8.4606362520000005;9435162;Espadaneira
40.21456431,-8.456197143;9435170;Bencanta
40.227362,-8.442730;9436004;Coimbra B
40.25838461,-8.4437735699999994;9436046;Adémia
40.271676669999998,-8.4364213360000004;9436053;Vilela - Fornos
40.295377260000002,-8.4223190609999996;9436087;Souselas
40.346587900000003,-8.4374350800000002;9437002;Pampilhosa
40.385644999999997,-8.4540416809999996;9437051;Mealhada
40.426189710000003,-8.4558550750000006;9437093;Aguim
40.435248479999998,-8.4550710860000002;9437119;Curia
40.450491667,-8.459480556;9437143;Mogofores
40.491468050000002,-8.4831452069999997;9437184;Paraimo
40.518305769999998,-8.5091596719999991;9437218;Oliveira do Bairro
40.543752778,-8.550188889;9437275;Oiã
40.60160432,-8.6192851739999998;9437358;Quintans
40.643292,-8.640847;9438000;Aveiro
40.685216667,-8.597625;9438075;Cacia
40.715380556,-8.563955556;9438117;Canelas
40.732944444,-8.566086111;9438125;Salreu
40.763956620000002,-8.5771843479999994;9438158;Estarreja
40.807402778,-8.5848;9438216;Avanca
40.833522222,-8.601105556;9438240;Válega
40.874530110000002,-8.6180988680000006;9438299;Ovar
40.924444444,-8.626080556;9438356;Carvalheira - Maceda
40.940533333,-8.63025;9438372;Cortegaça
40.962727778,-8.635519444;9438406;Esmoriz
40.986318220000001,-8.6397207680000001;9438414;Paramos
41.001228419999997,-8.6436102009999995;9438422;Silvalde
41.019908890000004,-8.6425249449999999;9439008;Espinho
41.048939990000001,-8.6506606569999995;9439040;Granja
41.061471830000002,-8.6537021900000006;9439057;Aguda
41.077674569999999,-8.6485728940000008;9439073;Miramar
41.081104439999997,-8.6476447739999998;9439081;Francelos
41.098959020000002,-8.6320981519999993;9439115;Valadares
41.111185239999998,-8.6377613899999997;9439123;Madalena
41.124372989999998,-8.634151202;9439149;Coimbrões
41.129635290000003,-8.6205614429999997;9439164;Gaia
41.133255660000003,-8.6083933560000006;9439172;General Torres
39.542191670000001,-8.4721255850000006;9440014;Soudos - Vila Nova
39.54866689,-8.4629658249999995;9440030;Carrascal-Delongo
39.547863569999997,-8.4300227159999999;9440063;Curvaceiras
39.552886379999997,-8.3932752629999996;9440105;Santa Cita
39.571029850000002,-8.3953417049999999;9440113;Carvalhos de Figueiredo
39.59881214,-8.4131367180000005;9440154;Tomar
40.208652780000001,-8.4321668079999998;9441020;Coimbra
40.20346559,-8.4249454969999995;9441038;Coimbra-Parque
40.201092260000003,-8.4067124579999994;9441053;São José
40.187476259999997,-8.4002019519999997;9441079;Carvalhosas
40.180466099999997,-8.3923695550000001;9441087;Quinta da Ponte
40.173694380000001,-8.3930754269999994;9441095;Conraria
40.164979799999998,-8.3881964460000003;9441103;Ceira
40.156906050000003,-8.3743588859999996;9441129;Vale de Açor
40.135226719999999,-8.3576190849999996;9441152;Trémoa
40.115072660000003,-8.356788817;9441186;Moinhos
40.104531889999997,-8.3523591889999995;9441194;Lobases
40.089519449999997,-8.3311118309999994;9441228;Miranda do Corvo
40.108225449999999,-8.2974112980000001;9441251;Padrão
40.105650850000004,-8.2659915250000005;9441293;Meiral
40.111215710000003,-8.2489654039999998;9441301;Lousã-A
40.118250099999997,-8.2478507410000006;9441319;Lousã
40.144739039999997,-8.2227977970000001;9441350;Prilhão-Casais
40.155911000000003,-8.2094428730000004;9441376;Serpins
40.64476,-8.642347;9442002;Aveiro - Vouga
40.64149638,-8.6185501460000005;9442028;Esgueira
40.639958409999998,-8.5920344069999999;9442051;Azurva
40.631011289999996,-8.5682378929999992;9442077;Eixo
40.622246859999997,-8.5484947160000004;9442093;São João de Loure
40.609556140000002,-8.5319333719999992;9442119;Eirol
40.601151399999999,-8.5239676380000002;9442127;Taipa - Requeixo
40.594105419999998,-8.5144592939999999;9442135;Travassô
40.587356440000001,-8.4982826409999994;9442150;Cabanões
40.579494400000002,-8.4882300229999998;9442168;Casal do Álvaro
40.572476330000001,-8.4782087960000005;9442176;Oronhe
40.577454189999997,-8.4485269600000006;9442218;Águeda
40.605083239999999,-8.4601666570000003;9442259;Mourisca do Vouga
40.613232410000002,-8.4542309519999996;9442267;Aguieira
40.623755379999999,-8.4498671860000005;9442291;Valongo-Vouga
40.635943210000001,-8.4530415239999996;9442309;Carvalhal da Portela
40.653054230000002,-8.4580828819999994;9442325;Macinhata
40.672149349999998,-8.4541108240000007;9443000;Sernada do Vouga
41.000956039999998,-8.6430421010000007;9444016;Espinho-Vouga
40.987893880000001,-8.6295076490000007;9444032;Silvalde-Vouga
40.982000970000001,-8.6244943280000008;9444040;Monte de Paramos
40.983312920000003,-8.6038749429999992;9444057;Lapa
40.984776250000003,-8.5924308979999999;9444073;Sampaio-Oleiros
40.971896860000001,-8.5833261099999998;9444107;Paços de Brandão
40.961132599999999,-8.5699581140000003;9444115;Rio Meão
40.954766149999998,-8.5502029420000003;9444156;São João de Ver
40.939424899999999,-8.5364308690000001;9444172;Cavaco
40.925842340000003,-8.5312337350000007;9444198;Sanfins
40.923433269999997,-8.5353127329999996;9444206;Vila da Feira
40.919545040000003,-8.5152865989999995;9444222;Escapães
40.90845814,-8.5010466069999993;9444248;Arrifana
40.897719029999998,-8.4951330699999996;9444255;São João da Madeira
40.878304200000002,-8.4948111260000001;9444271;Faria
40.86747768,-8.4937652359999998;9444297;Couto de Cucujães
40.850689780000003,-8.4887936530000001;9444313;Santiago de Riba-Ul
40.839448220000001,-8.4817984519999996;9444339;Oliveira de Azeméis
40.822951719999999,-8.4903054139999998;9444362;Ul
40.814215609999998,-8.4809050609999996;9444396;Travanca-Macinhata
40.798208469999999,-8.4885846029999996;9444412;Figueiredo
40.783067549999998,-8.4864753159999999;9444446;Pinheiro da Bemposta
40.764443730000004,-8.4834478000000004;9444461;Branca
40.743739609999999,-8.4890600910000007;9444495;Albergaria-a-Nova
40.702631660000002,-8.4810378590000006;9444537;Urgueiras
40.690340720000002,-8.4787118689999996;9444552;Albergaria-a-Velha
40.339810440000001,-8.4627646159999994;9445047;Mala
40.338725369999999,-8.4838453390000002;9445062;Silva - Feiteira
40.344511410000003,-8.5039691590000004;9445088;Enxofães
40.343911220000003,-8.5201807729999999;9445104;Murtede
40.342464120000002,-8.5373728320000009;9445112;Cordinha
40.339865099999997,-8.5873507010000001;9445153;Cantanhede
40.320048210000003,-8.6311290940000003;9445203;Limede - Cadima
40.305470370000002,-8.637821508;9445229;Casal
40.28603021,-8.6541506239999997;9445245;Arazede
40.274066349999998,-8.6843800659999992;9445278;Bebedouro
40.24790557,-8.7173593629999999;9445310;Liceia
40.216629660000002,-8.7317847440000005;9445351;Santana - Ferreira
40.204415330000003,-8.7704200609999994;9445393;Costeira
40.191920549999999,-8.7964219870000004;9445435;Alhadas
40.174940409999998,-8.7949808740000002;9445443;Maiorca
40.356451360000001,-8.4128755799999997;9446045;Quinta do Valongo - Vacariça
40.365255329999997,-8.3899644690000006;9446060;Pego
40.389815970000001,-8.3865946420000004;9446094;Luso Buçaco
40.39441892,-8.3415279259999995;9446136;Trezói
40.415375500000003,-8.3033011250000008;9446185;Soito
40.408802639999998,-8.2661985829999995;9446219;Monte dos Lobos
40.391986609999996,-8.2426566119999993;9446243;Mortágua
40.38908292,-8.1249315079999995;9446367;Santa Comba Dão
40.406628789999999,-8.0848733680000002;9446409;Castelejo
40.420141950000001,-8.0516703280000002;9446441;Papízios
40.432204900000002,-8.0091630439999992;9446482;Carregal do Sal
40.450043540000003,-7.963945227;9446524;Oliveirinha Cabanas
40.459034330000001,-7.9504126069999996;9446540;Fiais da Telha
40.475354799999998,-7.9200937800000002;9446581;Lapa do Lobo
40.490697169999997,-7.9070102200000001;9446599;Canas Felgueiras
40.512722789999998,-7.8935541799999998;9446623;Urgueiriça
40.517728269999999,-7.8581782430000002;9446656;Folhadal
40.530349309999998,-7.8496639469999998;9446672;Nelas
40.57461472,-7.8095066119999998;9446763;Moimenta Alcafache
40.586712949999999,-7.7601519029999997;9448009;Mangualde
40.566997389999997,-7.7154673269999998;9448066;Contenças
40.573065919999998,-7.6495454059999997;9448124;Abrunhosa
40.573344800000001,-7.6021392069999996;9448165;Gouveia
40.610163679999999,-7.5272083370000002;9448249;Fornos de Algodres
40.629714180000001,-7.4730903660000001;9448298;Muxagata
40.63214086,-7.4395479299999998;9448330;Vila Boa Mondego
40.664881479999998,-7.3828308710000004;9448405;Celorico da Beira
40.677310329999997,-7.3282781779999997;9448454;Baraçal
40.694920889999999,-7.3063436719999997;9448488;Maçal do Chão
40.724799949999998,-7.2581590360000003;9448546;Vila Franca das Naves
40.72950599,-7.232869891;9448561;Cerejo
40.711167510000003,-7.2495268790000003;9448595;Pinhel
40.674965090000001,-7.2580682789999997;9448652;Trajinha
40.60795237,-7.256268253;9448728;Sobral
40.551803489999998,-7.2395225989999998;9449007;Guarda
40.523429319999998,-7.2158188579999996;9449049;Gata
40.506842480000003,-7.1872715720000002;9449072;Vila Garcia
40.497950979999999,-7.1505705539999997;9449114;Vila Fernando
40.506735249999998,-7.0927188919999997;9449163;Rochoso
40.511114110000001,-7.0500038910000002;9449205;Cerdeira
40.51882844,-7.0153749489999999;9449239;Miuzela
40.533185850000002,-6.9786020999999998;9449270;Noémi
40.557444140000001,-6.942769288;9449312;Castelo Mendo
40.565824759999998,-6.9186433410000001;9449338;Malhada Sorda
40.59137192,-6.905368588;9449387;Freineda
40.60038823,-6.8878156629999996;9449411;Aldeia
40.606310290000003,-6.8325218899999998;9449460;Vilar Formoso
39.461518079999998,-8.4350714109999991;9451045;Barquinha
39.461286680000001,-8.3951643279999999;9451086;Tancos
39.462212919999999,-8.3738661560000001;9451102;Almourol
39.4672847,-8.3475578810000002;9451128;Praia do Ribatejo
39.447666830000003,-8.2965402899999994;9451185;Santa Margarida
39.460430940000002,-8.2480551850000001;9451243;Tramagal
39.44026513,-8.1943365959999994;9452001;Abrantes
39.473614050000002,-8.1870107339999993;9452068;Alferrarede
39.467893230000001,-8.085107335;9452167;Mouriscas-A
39.472337500000002,-8.0448402150000007;9452209;Alvega-Ortiga
39.481943080000001,-8.0013775900000006;9452241;Barragem de Belver
39.4919443,-7.958768997;9452282;Belver
39.52587355,-7.8351426579999996;9452415;Barca da Amieira -Envendos
39.613811140000003,-7.7157066519999997;9452571;Fratel
39.654974209999999,-7.6728481750000004;9452647;Ródão
39.716550759999997,-7.6819588080000001;9452738;Tojeirinha
39.756136720000001,-7.6238528470000002;9452803;Sarnadas
39.769478530000001,-7.5914629639999998;9452845;Retaxo
39.788079230000001,-7.562435292;9452878;Benquerenças
39.818039730000002,-7.4909346809999997;9453009;Castelo Branco
39.919466659999998,-7.4362066479999998;9453140;Alcains
39.988194870000001,-7.4407659820000003;9453215;Lardosa
40.026595010000001,-7.4546382659999999;9453264;Soalheira
40.063980970000003,-7.4610722149999997;9453314;Castelo Novo
40.095048089999999,-7.4626082069999997;9453355;Alpedrinha
40.114693889999998,-7.4249402189999998;9453397;Vale de Prazeres
40.148924059999999,-7.4099152259999999;9453462;Fatela-Penamacor
40.133814860000001,-7.4480852940000002;9453504;Alcaide
40.131978230000001,-7.4723733899999996;9453520;Donas
40.140964029999999,-7.496286359;9453546;Fundão
40.200972290000003,-7.5168309989999997;9453629;Alcaria
40.239386629999998,-7.5122149609999997;9453678;Tortosendo
40.277846629999999,-7.4962184179999998;9454007;Covilhã
40.30613623,-7.3703172749999997;9454148;Caria
40.333416890000002,-7.3360696360000004;9454197;Belmonte-Manteigas
40.388795950000002,-7.2870608140000002;9454262;Maçainhas
40.435072810000001,-7.2681339820000002;9454338;Benespera
40.511734949999997,-7.2389258129999998;9454429;Sabugal
39.265977960000001,-8.0124695900000003;9455293;Ponte de Sôr
39.29056001,-7.984870978;9455327;Fazenda
39.309625599999997,-7.9072559990000002;9456002;Torre das Vargens
39.275562270000002,-7.8063802820000001;9456101;Chança
39.280293499999999,-7.7320084590000002;9456176;Mata
39.19950068,-7.4620901860000002;9457000;Portalegre
39.139848200000003,-7.3829956049999996;9457117;Assumar
39.097174840000001,-7.3344979649999997;9457174;Arronches
39.006643369999999,-7.2538221500000004;9457315;Santa Eulália-A
38.895475869999999,-7.1426819630000002;9457497;Elvas
39.335485370000001,-7.7888211600000004;9458131;Cunheira
39.358963920000001,-7.6523691009999997;9458271;Vale do Peso-A
39.37274343,-7.6365214899999998;9458305;Vale do Peso
39.422457620000003,-7.4901639830000004;9458503;Castelo de Vide
39.449112839999998,-7.3688890889999996;9458651;Marvão-Beirã
38.715188329999997,-9.1429139270000004;9459006;Lisboa Rossio
38.734885499999997,-9.168695005;9460004;Campolide
38.747020640000002,-9.2129927370000004;9460038;Santa Cruz/Damaia
38.744487569999997,-9.1995768719999997;9460046;Benfica
38.76009277,-9.2361965700000006;9460087;Amadora
38.750941009999998,-9.2224720639999997;9460095;Reboleira
38.758868970000002,-9.2566676799999996;9460103;Queluz-Belas
38.755764560000003,-9.2653212259999993;9460111;Monte Abraão
38.751561199999998,-9.2836788160000001;9460137;Massamá-Barcarena
38.766776120000003,-9.2985619120000003;9461002;Agualva-Cacém
38.785041030000002,-9.3234597689999994;9461044;Rio de Mouro
38.793103979999998,-9.3304620979999999;9461051;Mercês
38.797501269999998,-9.3424603340000001;9461069;Algueirão-Mem Martins
38.802269170000002,-9.3766275760000006;9461093;Portela de Sintra
38.799258260000002,-9.3854541820000001;9461101;Sintra
38.789829539999999,-9.3129114140000002;9462042;Mira Sintra - Meleças
38.80935994,-9.3027001390000006;9462067;Telhal
38.830572050000001,-9.3000399799999993;9462091;Sabugo
38.870140970000001,-9.2955253199999994;9462133;Pedra Furada
38.897524150000002,-9.2913092450000008;9462166;Mafra
38.916290770000003,-9.2830446910000006;9462190;Alcainça-Moinhos
38.928826180000002,-9.2572283169999992;9462224;Malveira
38.949722989999998,-9.2339515179999996;9462257;Jerumelo
38.969088329999998,-9.1992405220000002;9462299;Sapataria
38.988967709999997,-9.1972685839999997;9462315;Pero Negro
39.006267790000003,-9.1832671070000007;9462331;Zibreira
39.022805040000001,-9.1793060129999997;9462364;Feliteira
39.042890679999999,-9.1845917069999992;9462380;Dois Portos
39.073372540000001,-9.2099277669999999;9462422;Runa
39.092999450000001,-9.2548898239999993;9462471;Torres Vedras
39.139840020000001,-9.2154463609999997;9462547;Ramalhal
39.191724579999999,-9.1768883710000004;9462612;Outeiro
39.22822858,-9.165971205;9462661;Camarão
39.265634579999997,-9.1529736360000005;9462703;Bombarral
39.294638030000002,-9.1627363469999992;9462745;Paúl
39.322419050000001,-9.1797797659999993;9462786;São Mamede
39.34488064,-9.1721975259999997;9462802;Dagorda - Peniche
39.36525632,-9.1586511819999998;9462836;Óbidos
39.407026469999998,-9.1402821240000005;9463008;Caldas da Rainha
39.4359951,-9.1498209139999993;9463040;Campo-Serra
39.470566349999999,-9.1508639469999995;9463081;Bouro
39.49306215,-9.1470365319999996;9463107;Salir do Porto
39.508848049999997,-9.1331724049999998;9463131;São Martinho do Porto
39.531999120000002,-9.0849979249999997;9463180;Famalicão da Nazaré
39.55389126,-9.0543235929999994;9463214;Cela
39.585055420000003,-9.0169076369999992;9463263;Valado
39.626364150000001,-8.9991834060000002;9463313;Fanhais
39.657535150000001,-8.9838617700000007;9463354;Pataias
39.687873850000003,-8.9451538730000006;9463404;Martingança
39.73732107,-8.9251172699999994;9463461;Marinha Grande
39.757628510000004,-8.8277870279999995;9463560;Leiria
39.797126030000001,-8.8368258780000009;9463610;Regueira de Pontes
39.855496350000003,-8.8477530640000008;9463685;Monte Real
39.899868529999999,-8.8344414709999999;9463735;Monte Redondo
39.947678519999997,-8.8017985099999994;9463800;Guia
39.980211869999998,-8.8110187789999994;9463834;Carriço
40.015969009999999,-8.8152855460000001;9463875;Louriçal
40.044974510000003,-8.7831155780000003;9463925;Ribeira de Seiça
40.062222849999998,-8.7666123539999994;9463958;Telhada
40.085361020000001,-8.74350673;9463974;Bicanho
40.103984799999999,-8.7519630750000008;9464006;Amieira
40.122491840000002,-8.7646142289999993;9464022;Bifurcação de Lares
40.12941051,-8.787311678;9464055;Lares
40.1418593,-8.8136012590000004;9464089;Fontela
40.146374940000001,-8.824729907;9464097;Fontela-A
40.148666169999998,-8.8479752729999994;9464113;Figueira da Foz
40.160160730000001,-8.6545847190000007;9465029;Montemor
40.140175579999998,-8.6766596790000001;9465052;Marujal
40.139690969999997,-8.7035843629999992;9465086;Verride
40.130437989999997,-8.7453746799999994;9465128;Reveles
38.740375010000001,-9.1070323210000002;9466019;Marvila
38.73793603,-9.1170268060000001;9466027;Chelas
38.746026690000001,-9.1324307999999998;9466035;Roma - Areeiro
38.74515658,-9.1447583209999994;9466050;Entrecampos
38.743742109999999,-9.1508300029999994;9466068;Entrecampos - Poente
