38.740635269999999,-9.1647243429999996;9466076;Sete Rios
38.707392380000002,-9.1732375709999996;9467025;Alcântara-Terra
38.73084849,-9.1692538460000002;9467033;Campolide-A
38.63009297,-8.9153487019999993;9468007;Pinhal Novo
38.604465130000001,-8.8872529100000008;9468049;Venda do Alcaide
38.568316549999999,-8.8720927839999995;9468098;Palmela - A
38.524589220000003,-8.8864397200000003;9468122;Setúbal
38.52070578,-8.8808395050000009;9468130;Praça do Quebedo
38.51709271,-8.8710338570000005;9468155;Setúbal-Mar
38.512010770000003,-8.8506317750000001;9468171;Cachofarra
38.705862860000003,-9.1445630680000001;9469005;Cais do Sodré
38.70616244,-9.155345187;9469013;Santos
38.700160760000003,-9.1784315139999997;9469039;Alcântara-Mar
38.696178789999998,-9.1976566660000003;9469054;Belém
38.698461940000001,-9.2294858869999992;9469088;Algés
38.69982203,-9.2522328940000005;9469104;Cruz Quebrada
38.698778269999998,-9.2744014040000007;9469120;Caxias
38.69713737,-9.2906093750000007;9469146;Paço de Arcos
38.686951319999999,-9.3121089609999999;9469161;Santo Amaro
38.688559310000002,-9.3190398969999997;9469179;Oeiras
38.687853009999998,-9.3373718399999994;9469187;Carcavelos
38.689757090000001,-9.3563729799999997;9469203;Parede
38.695501149999998,-9.3719347600000003;9469229;São Pedro do Estoril
38.70132564,-9.3860856310000003;9469237;São João do Estoril
38.703263829999997,-9.3986927659999999;9469245;Estoril
38.703587939999998,-9.4064996510000007;9469252;Monte Estoril
38.700898070000001,-9.4184580429999993;9469260;Cascais
38.634426769999997,-8.7433331929999998;9471001;Poceirão
38.636395460000003,-8.6919515900000004;9471050;Fernando Pó
38.662280580000001,-8.6192310439999993;9471126;Pegões
38.667982840000001,-8.5857744539999992;9471159;São João das Craveiras
38.686601410000002,-8.5133071789999999;9471225;Bombel
38.679465759999999,-8.4544423999999996;9472009;Vendas Novas
38.583057760000003,-8.287715747;9472199;Torre da Gadanha
37.018276399999998,-7.9397486739999996;9473007;Faro
37.013811500000003,-7.9221333600000001;9473031;Bom João
37.030111959999999,-7.8407273880000004;9473106;Olhão
37.052882259999997,-7.7500646949999998;9473197;Fuseta-A
37.059886210000002,-7.7512988380000003;9473205;Fuseta
37.073407060000001,-7.732042453;9473239;Livramento
37.088740520000002,-7.7007894129999999;9473262;Luz
37.120426350000002,-7.655910285;9473320;Tavira
37.133010540000001,-7.6486886099999998;9473338;Porta Nova
37.144164109999998,-7.6060280860000002;9473379;Conceição
37.176255380000001,-7.5384364220000002;9473452;Cacela
37.19623034,-7.5130482049999996;9473486;Aroeira
37.196894210000004,-7.4841553049999998;9473502;Castro Marim
37.190028009999999,-7.4485190699999997;9473544;Monte Gordo
37.199699879999997,-7.4216147220000002;9473569;Vila Real de Stº António
38.497821119999998,-8.1566839269999996;9474005;Casa Branca
38.407168730000002,-8.0957582230000007;9474120;Alcáçovas
38.352460569999998,-8.0424630639999997;9474203;Viana
38.293992619999997,-8.0352009770000006;9474278;Vila Nova da Baronia
38.232804170000001,-8.0001557259999991;9474351;Alvito
38.16322538,-7.8949050180000002;9474476;Cuba
38.017963520000002,-7.858196167;9475002;Beja
37.990068000000001,-7.9173536000000002;9475085;Penedo Gordo
37.959225289999999,-7.9891367420000003;9475176;Santa Vitória-Ervidel
37.82389834,-8.1053147279999997;9476000;Castro Verde-Almodóvar
37.745596259999999,-8.2267983949999994;9476158;Ourique
37.746394840000001,-8.2928330139999993;9476216;Panóias
37.727269700000001,-8.3379139010000003;9477008;Funcheira
37.709955039999997,-8.3492687910000001;9477032;Garvão
37.690024299999997,-8.4176568340000006;9477099;Amoreiras-Odemira
37.589626799999998,-8.4896762080000006;9477263;Luzianes
37.491111930000002,-8.4808529769999996;9477388;Santa Clara-Sabóia
37.437018610000003,-8.4382953619999999;9477461;Pereiras
37.347785569999999,-8.3659258790000006;9477594;São Marcos
37.252123730000001,-8.2877697260000005;9477735;Messines-Alte
37.164952820000003,-8.2564582959999999;9478006;Tunes
37.12877099,-8.2332551350000003;9478063;Albufeira - Ferreiras
37.113498270000001,-8.1876903970000008;9478105;Patã
37.122942860000002,-8.1530084540000001;9478147;Boliqueime
37.113740800000002,-8.1005381760000006;9478196;Vale de Judeu
37.104530080000004,-8.0590914760000008;9478238;Loulé
37.095061790000003,-8.024127429;9478253;Almancil
37.080792680000002,-7.9853205730000001;9478295;Parque das Cidades
39.107890159999997,-8.7396200919999991;9480044;Morgado
39.086755330000003,-8.7205359250000001;9480077;Muge
39.048538929999999,-8.6871491879999994;9480127;Marinhais
38.956482489999999,-8.5699915059999991;9480283;Agolada
38.95035077,-8.5408736619999992;9480325;Coruche
38.941109640000001,-8.5172934050000002;9480358;Quinta Grande
38.894967510000001,-8.4994882490000006;9480408;Salgueirinha
38.846232049999998,-8.5119859869999992;9480465;São Torcato
38.803553219999998,-8.511324578;9480515;Lavre
38.748720679999998,-8.5104303909999999;9480580;Canha
38.702384680000002,-8.478374488;9480655;Vidigal
38.523010509999999,-7.9473103570000001;9482214;Monte das Flores
38.560327899999997,-7.9073217360000001;9483006;Évora
38.573454060000003,-7.8932513689999997;9483022;Comenda (A)
38.606314699999999,-7.8774104779999998;9483063;Garraia (A)
38.635194949999999,-7.8411256549999999;9483113;Sousa da Sé (A)
38.702659799999999,-7.8254086039999997;9483204;Azaruja (Ad)
38.73856748,-7.814784768;9483253;Vale Pereiro (A)
38.790934180000001,-7.7826168210000004;9483337;VIMIEIRO
38.802038260000003,-7.7327084580000003;9483378;Aranha (A)
38.793099490000003,-7.7019258380000002;9483410;Évora Monte (A)
38.85058239,-7.6226735229999996;9483535;AMEIXIAL
38.844055619999999,-7.5820915529999997;9486009;ESTREMOZ
38.887817120000001,-7.6216903929999997;9486074;Silveirona (A)
38.91896697,-7.6319987420000004;9486132;Cardiais (A)
38.953516209999997,-7.6809790590000002;9486199;SOUSEL
39.004039630000001,-7.6137672670000001;9486306;Sto.Amaro-Veiros(A)
39.047444499999997,-7.6444131860000004;9486355;Fronteira (A)
39.109940899999998,-7.5879636719999999;9486462;Coutos (A)
39.13506057,-7.5772926749999998;9486504;Cabeço de Vide (A)
39.180450190000002,-7.5200464030000003;9486587;Rib. do Freixo (A)
37.167863179999998,-8.3029960420000002;9490050;Algoz
37.169852910000003,-8.3487763620000006;9490092;Alcantarilha
37.16359052,-8.3890194400000002;9490134;Poço Barreto
37.175643649999998,-8.4407828289999998;9490183;Silves
37.143434579999997,-8.4859440349999993;9490241;Estômbar-Lagoa
37.138648889999999,-8.5195418459999992;9490274;Ferragudo
37.144792729999999,-8.5379361960000004;9490290;Portimão
37.153986629999999,-8.6103186189999992;9490381;Mexilhoeira Grande
37.118414219999998,-8.6482729070000008;9490431;Meia Praia
37.109499100000001,-8.6725237390000007;9490464;Lagos
38.512046499999997,-8.8464404559999998;9491009;Praias-Sado
38.522786189999998,-8.8241338779999996;9491033;Vale da Rosa
38.532090940000003,-8.8160676240000004;9491041;Mourisca-Sado
38.514432769999999,-8.841511487;9491058;Praias-Sado-A
38.573352479999997,-8.7473277249999999;9492007;Águas de Moura
38.474722890000002,-8.6797470440000009;9492130;Pinheiro
38.430468609999998,-8.6357000619999997;9492205;Monte Novo-Palma
38.376015099999996,-8.5294362750000001;9492338;Alcácer do Sal
38.306271350000003,-8.5218100850000003;9492437;Vale de Guizo
38.266181080000003,-8.5266272670000003;9492478;Somincor
38.183998209999999,-8.5551219130000007;9492577;Grândola
38.1387657,-8.4929150589999995;9492650;Canal-Caveira
38.069978900000002,-8.430625633;9492775;Azinheira dos Barros
38.040706139999998,-8.4228344029999995;9492809;Lousal
38.003280969999999,-8.4137504159999992;9493005;Ermidas - Sado
37.936258090000003,-8.3825648420000007;9493096;Alvalade
38.013025110000001,-8.6177081490000003;9494227;São Bartolomeu da Serra
38.65268957,-9.0804855549999992;9495000;Barreiro
38.659610479999998,-9.0718801340000006;9495026;Barreiro-A
38.661868669999997,-9.0584576380000001;9495042;Lavradio
38.659708440000003,-9.0446329480000003;9495059;Baixa da Banheira
38.652031479999998,-9.0274223540000005;9495075;Alhos Vedros
38.644955260000003,-8.9967252749999993;9495109;Moita
38.638185739999997,-8.9562340999999996;9495125;Penteado
